ID,Image,X,Y,Width,Height
21215,200021802-00009_1,1666,3699,44,131
21216,200021802-00009_1,1632,3831,140,155
21217,200021802-00009_1,1450,1143,79,207
21218,200021802-00009_1,1383,1517,167,159
21219,200021802-00009_1,1440,1693,71,141
21220,200021802-00009_1,1427,1839,113,262
21221,200021802-00009_1,1441,2102,80,114
21222,200021802-00009_1,1428,2853,100,111
21223,200021802-00009_1,1400,2965,121,187
21224,200021802-00009_1,1203,2383,124,169
21225,200021802-00009_1,1210,2991,116,145
21226,200021802-00009_1,1251,3137,51,144
21227,200021802-00009_1,1211,3282,119,142
21228,200021802-00009_1,1005,825,125,216
21229,200021802-00009_1,1041,1141,52,180
21230,200021802-00009_1,1020,1322,111,198
21231,200021802-00009_1,1051,1952,45,203
21232,200021802-00009_1,1008,2156,129,136
21233,200021802-00009_1,994,2405,107,153
21234,200021802-00009_1,1039,2690,73,174
21235,200021802-00009_1,1024,2884,78,161
21236,200021802-00009_1,1026,3050,39,106
21237,200021802-00009_1,994,3157,123,161
21238,200021802-00009_1,799,1767,106,94
21239,200021802-00009_1,835,2014,60,139
21240,200021802-00009_1,825,2416,60,136
21241,200021802-00009_1,817,2558,81,74
21242,200021802-00009_1,857,2662,32,224
21243,200021802-00009_1,811,3041,72,116
21244,200021802-00009_1,795,3154,107,281
21245,200021802-00009_1,801,3436,99,120
21246,200021802-00009_1,780,3705,128,145
21247,200021802-00009_1,839,3857,43,141
21248,200021802-00009_1,614,1147,101,178
21249,200021802-00009_1,606,1537,72,138
21250,200021802-00009_1,604,1676,105,213
21251,200021802-00009_1,612,1892,60,166
21252,200021802-00009_1,642,2078,35,146
21253,200021802-00009_1,646,2225,31,329
21254,200021802-00009_1,420,794,59,144
21255,200021802-00009_1,435,1043,49,55
21256,200021802-00009_1,395,1186,115,144
21257,200021802-00009_1,368,1340,168,137
21258,200021802-00009_1,392,1792,108,142
21259,200021802-00009_1,461,1935,29,173
21260,200021802-00009_1,428,2110,70,183
21261,200021802-00009_1,185,1765,110,128
21262,200021802-00009_1,160,1894,167,153
21263,200021802-00009_1,181,2392,111,132
21264,200021802-00009_1,217,2672,63,119
21265,200021802-00009_1,176,2792,133,173
21266,200021802-00009_1,219,2966,43,114
21267,200021802-00009_1,179,3092,146,130
21268,200021802-00009_2,2712,823,74,95
21269,200021802-00009_2,2700,924,93,96
21270,200021802-00009_2,2746,1021,33,62
21271,200021802-00009_2,2741,1158,46,144
21272,200021802-00009_2,2752,1319,20,123
21273,200021802-00009_2,2703,1443,106,154
21274,200021802-00009_2,2729,1734,93,139
21275,200021802-00009_2,2745,1874,47,191
21276,200021802-00009_2,2697,2066,97,158
21277,200021802-00009_2,2515,1165,117,114
21278,200021802-00009_2,2492,1286,163,131
21279,200021802-00009_2,2515,1753,101,130
21280,200021802-00009_2,2544,2027,52,141
21281,200021802-00009_2,2545,2305,31,75
21282,200021802-00009_2,2502,2390,130,157
21283,200021802-00009_2,2284,1279,116,112
21284,200021802-00009_2,2349,1392,52,202
21285,200021802-00009_2,2352,2203,61,59
21286,200021802-00009_2,2334,2263,77,113
21287,200021802-00009_2,2346,2377,80,85
21288,200021802-00009_2,2384,2454,25,73
21289,200021802-00009_2,2389,2526,23,202
21290,200021802-00009_2,2086,1570,117,125
21291,200021802-00009_2,2061,1696,168,146
21292,200021802-00009_2,2091,2319,109,121
21293,200021802-00009_2,2138,2552,62,120
21294,200021802-00009_2,2106,2961,93,125
21295,200021802-00009_2,2117,3095,81,80
21296,200021802-00009_2,2166,3177,23,162
21297,200021802-00009_2,2097,3292,123,120
21298,200021802-00009_2,2111,3413,79,126
21299,200021802-00009_2,1888,844,107,204
21300,200021802-00009_2,1894,1049,96,174
21301,200021802-00009_2,1841,1230,165,201
21302,200021802-00009_2,1869,1432,124,160
21303,200021802-00009_2,1900,2178,68,92
21304,200021802-00009_2,1923,2271,31,193
21305,200021802-00009_2,1884,2465,103,154
21306,200021802-00009_2,1956,2887,70,69
21307,200021802-00009_2,1974,2965,41,99
21308,200021802-00009_2,1626,822,156,154
21309,200021802-00009_2,1707,965,52,80
21310,200021802-00009_2,1666,1159,121,133
21311,200021802-00009_2,1747,1293,19,182
21312,200021802-00009_2,1677,1476,112,151
21313,200021802-00009_2,1496,1177,62,93
21314,200021802-00009_2,1521,1270,20,195
21315,200021802-00009_2,1440,1473,152,176
21316,200021802-00009_2,1461,1734,109,118
21317,200021802-00009_2,1462,1918,170,80
21318,200021802-00009_2,1503,2357,55,186
21319,200021802-00009_2,1490,2544,96,64
21320,200021802-00009_2,1494,2614,117,149
21321,200021802-00009_2,1489,2780,137,161
21322,200021802-00009_2,1258,810,117,92
21323,200021802-00009_2,1234,916,168,82
21324,200021802-00009_2,1298,1007,36,129
21325,200021802-00009_2,1315,1142,39,84
21326,200021802-00009_2,1245,1235,131,118
21327,200021802-00009_2,1255,1361,115,111
21328,200021802-00009_2,1334,1890,63,62
21329,200021802-00009_2,1312,1989,79,91
21330,200021802-00009_2,1359,2072,22,148
21331,200021802-00009_2,1238,1895,70,78
21332,200021802-00009_2,1270,1974,28,71
21333,200021802-00009_2,1275,2051,14,150
21334,200021802-00009_2,1306,2956,57,130
21335,200021802-00009_2,1328,3087,19,182
21336,200021802-00009_2,1217,3278,175,147
21337,200021802-00009_2,1365,3454,47,68
21338,200021802-00009_2,1364,3523,63,61
21339,200021802-00009_2,1383,3585,43,79
21340,200021802-00009_2,1265,3602,111,180
21341,200021802-00009_2,1316,3783,30,76
21342,200021802-00009_2,1276,3860,102,165
21343,200021802-00009_2,1070,1131,79,109
21344,200021802-00009_2,1080,1256,64,71
21345,200021802-00009_2,1113,1328,29,163
21346,200021802-00009_2,1053,1486,137,118
21347,200021802-00009_2,1077,1623,111,129
21348,200021802-00009_2,1103,1754,42,144
21349,200021802-00009_2,1106,1899,52,240
21350,200021802-00009_2,1061,2373,105,161
21351,200021802-00009_2,1059,2535,124,178
21352,200021802-00009_2,1101,2921,34,176
21353,200021802-00009_2,1082,3098,73,156
21354,200021802-00009_2,1066,3293,95,45
21355,200021802-00009_2,1007,3381,180,132
21356,200021802-00009_2,806,833,156,177
21357,200021802-00009_2,825,1011,139,183
21358,200021802-00009_2,826,1189,116,142
21359,200021802-00009_2,876,1346,64,208
21360,200021802-00009_2,844,1738,125,114
21361,200021802-00009_2,822,1889,176,122
21362,200021802-00009_2,850,2323,109,120
21363,200021802-00009_2,891,2584,55,118
21364,200021802-00009_2,840,2984,130,87
21365,200021802-00009_2,890,3095,52,149
21366,200021802-00009_2,853,3353,124,236
21367,200021802-00009_2,867,3598,88,135
21368,200021802-00009_2,826,3739,133,221
21369,200021802-00009_2,860,3960,130,136
21370,200021802-00009_2,630,1151,112,110
21371,200021802-00009_2,669,1262,47,144
21372,200021802-00009_2,675,1409,33,204
21373,200021802-00009_2,638,1635,80,131
21374,200021802-00009_2,663,1776,54,174
21375,200021802-00009_2,666,1950,97,130
21376,200021802-00009_2,622,2084,181,137
21377,200021802-00009_2,701,2229,38,160
21378,200021802-00009_2,677,2648,59,114
21379,200021802-00009_2,665,2772,36,107
21380,200021802-00009_2,630,2902,130,207
21381,200021802-00009_2,632,3120,154,138
21382,200021802-00009_2,691,3277,39,152
21383,200021802-00009_2,701,3430,28,291
21384,200021802-00009_2,421,851,154,132
21385,200021802-00009_2,429,1199,129,157
21386,200021802-00009_2,444,1357,107,172
21387,200021802-00009_2,449,1733,117,134
21388,200021802-00009_2,436,1868,170,144
21389,200021802-00009_2,440,2348,118,131
21390,200021802-00009_2,494,2646,51,133
21391,200021802-00009_2,471,2785,66,108
21392,200021802-00009_2,469,2894,46,177
21393,200021802-00009_2,429,3084,132,161
21394,200021802-00009_2,489,3411,93,112
21395,200021802-00009_2,506,3554,100,104
21396,200021802-00009_2,540,3659,31,201
21397,200021802-00010_1,2412,1197,117,136
21398,200021802-00010_1,2405,1737,128,175
21399,200021802-00010_1,2394,1913,158,112
21400,200021802-00010_1,2454,2021,46,141
21401,200021802-00010_1,2403,2163,116,113
21402,200021802-00010_1,2219,804,119,135
21403,200021802-00010_1,2219,940,122,168
21404,200021802-00010_1,2279,1287,30,173
21405,200021802-00010_1,2271,1460,27,139
21406,200021802-00010_1,2207,1737,113,126
21407,200021802-00010_1,2231,2328,108,114
21408,200021802-00010_1,2260,2460,52,185
21409,200021802-00010_1,2221,2646,103,118
21410,200021802-00010_1,2194,2949,142,130
21411,200021802-00010_1,2203,3080,125,178
21412,200021802-00010_1,2204,3319,159,97
21413,200021802-00010_1,2221,3557,107,212
21414,200021802-00010_1,2245,3773,95,138
21415,200021802-00010_1,2237,3952,127,66
21416,200021802-00010_1,2051,806,68,85
21417,200021802-00010_1,2064,938,41,107
21418,200021802-00010_1,1995,1046,126,187
21419,200021802-00010_1,2021,1229,85,118
21420,200021802-00010_1,2002,1348,144,204
21421,200021802-00010_1,2021,1737,65,111
21422,200021802-00010_1,2046,1849,25,184
21423,200021802-00010_1,1972,2040,151,152
21424,200021802-00010_1,2058,2321,34,74
21425,200021802-00010_1,2045,2408,40,177
21426,200021802-00010_1,1985,2556,148,134
21427,200021802-00010_1,1966,3139,174,173
21428,200021802-00010_1,2063,3318,40,54
21429,200021802-00010_1,2059,3474,59,241
21430,200021802-00010_1,2063,3709,53,108
21431,200021802-00010_1,1794,1198,123,135
21432,200021802-00010_1,1860,1334,47,119
21433,200021802-00010_1,1807,1697,84,185
21434,200021802-00010_1,1794,1891,126,94
21435,200021802-00010_1,1798,2264,111,183
21436,200021802-00010_1,1860,2589,46,115
21437,200021802-00010_1,1832,2731,61,114
21438,200021802-00010_1,1847,2846,31,140
21439,200021802-00010_1,1796,3005,148,260
21440,200021802-00010_1,1637,1183,62,102
21441,200021802-00010_1,1654,1286,23,192
21442,200021802-00010_1,1568,1486,153,142
21443,200021802-00010_1,1585,1726,113,135
21444,200021802-00010_1,1572,1913,179,83
21445,200021802-00010_1,1627,1953,53,150
21446,200021802-00010_1,1598,2132,116,116
21447,200021802-00010_1,1400,1154,95,131
21448,200021802-00010_1,1469,1286,20,150
21449,200021802-00010_1,1394,1450,101,153
21450,200021802-00010_1,1421,1737,82,182
21451,200021802-00010_1,1399,1941,112,67
21452,200021802-00010_1,1453,2006,33,112
21453,200021802-00010_1,1388,2119,136,124
21454,200021802-00010_1,1452,2802,26,303
21455,200021802-00010_1,1179,792,108,86
21456,200021802-00010_1,1219,1153,57,101
21457,200021802-00010_1,1243,1255,20,212
21458,200021802-00010_1,1239,1472,35,106
21459,200021802-00010_1,1233,2360,84,147
21460,200021802-00010_1,1251,2501,37,128
21461,200021802-00010_1,1183,2706,175,135
21462,200021802-00010_1,961,1183,130,128
21463,200021802-00010_1,982,1342,106,156
21464,200021802-00010_1,1023,1963,26,279
21465,200021802-00010_1,982,2243,107,174
21466,200021802-00010_1,1022,2418,50,142
21467,200021802-00010_1,396,1117,45,106
21468,200021802-00010_1,410,1229,28,161
21469,200021802-00010_1,374,1391,107,159
21470,200021802-00010_1,381,1743,79,124
21471,200021802-00010_1,396,1871,52,163
21472,200021802-00010_1,368,2048,94,154
21473,200021802-00010_1,349,3163,160,166
21474,200021802-00010_1,368,3347,91,148
21475,200021802-00010_1,381,3608,112,156
21476,200021802-00010_1,414,3897,39,179
21477,200021802-00010_1,156,1125,103,102
21478,200021802-00010_1,157,1358,87,162
21479,200021802-00010_1,176,2379,66,151
21480,200021802-00010_1,153,2586,109,52
21481,200021802-00010_2,2729,1038,101,40
21482,200021802-00010_2,2727,1133,89,113
21483,200021802-00010_2,2800,1247,9,117
21484,200021802-00010_2,2741,1368,101,160
21485,200021802-00010_2,2743,1714,82,141
21486,200021802-00010_2,2764,1856,54,202
21487,200021802-00010_2,2723,2059,98,163
21488,200021802-00010_2,2768,2335,36,79
21489,200021802-00010_2,2725,2421,126,158
21490,200021802-00010_2,2763,2760,58,121
21491,200021802-00010_2,2736,2991,97,187
21492,200021802-00010_2,2727,3179,118,92
21493,200021802-00010_2,2552,1110,90,127
21494,200021802-00010_2,2577,1238,56,203
21495,200021802-00010_2,2558,1442,76,153
21496,200021802-00010_2,2566,2329,64,118
21497,200021802-00010_2,2586,2448,23,173
21498,200021802-00010_2,2488,2622,162,182
21499,200021802-00010_2,2534,2936,112,154
21500,200021802-00010_2,2559,3245,63,112
21501,200021802-00010_2,2571,3358,24,150
21502,200021802-00010_2,2568,3555,54,88
21503,200021802-00010_2,2561,3792,73,194
21504,200021802-00010_2,2355,1092,88,110
21505,200021802-00010_2,2342,1207,110,121
21506,200021802-00010_2,2350,1329,96,149
21507,200021802-00010_2,2386,1479,53,134
21508,200021802-00010_2,2308,2017,175,106
21509,200021802-00010_2,2375,2138,64,124
21510,200021802-00010_2,2373,2334,40,87
21511,200021802-00010_2,2336,2422,86,189
21512,200021802-00010_2,2341,2960,82,169
21513,200021802-00010_2,2309,3177,125,57
21514,200021802-00010_2,2351,3255,58,156
21515,200021802-00010_2,2303,3414,138,158
21516,200021802-00010_2,2152,1087,77,155
21517,200021802-00010_2,2178,1261,44,187
21518,200021802-00010_2,2141,1458,96,173
21519,200021802-00010_2,2126,2313,125,155
21520,200021802-00010_2,2215,2469,19,151
21521,200021802-00010_2,2144,2624,105,167
21522,200021802-00010_2,2120,2964,103,167
21523,200021802-00010_2,2169,3132,25,240
21524,200021802-00010_2,2101,3551,163,157
21525,200021802-00010_2,2133,3716,74,146
21526,200021802-00010_2,2126,3863,65,194
21527,200021802-00010_2,1966,1075,41,85
21528,200021802-00010_2,1922,1161,133,164
21529,200021802-00010_2,1969,1503,48,92
21530,200021802-00010_2,1996,2015,18,191
21531,200021802-00010_2,1895,2306,122,116
21532,200021802-00010_2,1906,2465,123,163
21533,200021802-00010_2,1912,2828,120,128
21534,200021802-00010_2,1992,2966,26,224
21535,200021802-00010_2,1925,3190,69,151
21536,200021802-00010_2,1915,3393,107,192
21537,200021802-00010_2,1941,3634,38,97
21538,200021802-00010_2,1900,3739,134,288
21539,200021802-00010_2,1740,1073,70,124
21540,200021802-00010_2,1736,1198,49,125
21541,200021802-00010_2,1720,1478,82,129
21542,200021802-00010_2,1753,1825,45,163
21543,200021802-00010_2,1732,1982,62,83
21544,200021802-00010_2,1747,2101,47,82
21545,200021802-00010_2,1704,2442,114,160
21546,200021802-00010_2,1780,2616,21,176
21547,200021802-00010_2,1719,2715,68,160
21548,200021802-00010_2,1688,2881,126,163
21549,200021802-00010_2,1720,3459,125,143
21550,200021802-00010_2,1700,3799,125,111
21551,200021802-00010_2,1728,3912,75,157
21552,200021802-00010_2,1499,1086,118,114
21553,200021802-00010_2,1541,1201,51,128
21554,200021802-00010_2,1524,1511,44,87
21555,200021802-00010_2,1500,1633,114,183
21556,200021802-00010_2,1557,1817,36,150
21557,200021802-00010_2,1560,1968,29,308
21558,200021802-00010_2,1330,1079,45,126
21559,200021802-00010_2,1298,1206,117,141
21560,200021802-00010_2,1267,1350,158,124
21561,200021802-00010_2,1333,1489,70,131
21562,200021802-00010_2,1299,1700,104,134
21563,200021802-00010_2,1341,1823,55,169
21564,200021802-00010_2,1277,1995,139,214
21565,200021802-00010_2,1308,2309,89,161
21566,200021802-00010_2,1331,2483,52,177
21567,200021802-00010_2,1293,2675,87,146
21568,200021802-00010_2,1313,2932,66,205
21569,200021802-00010_2,1338,3131,33,255
21570,200021802-00010_2,1091,1090,107,133
21571,200021802-00010_2,1096,1683,92,97
21572,200021802-00010_2,1117,1781,67,218
21573,200021802-00010_2,1055,1990,178,114
21574,200021802-00010_2,1094,2121,90,159
21575,200021802-00010_2,857,1087,169,135
21576,200021802-00010_2,901,1227,78,140
21577,200021802-00010_2,919,1368,44,109
21578,200021802-00010_2,854,1478,137,135
21579,200021802-00010_2,896,1702,102,125
21580,200021802-00010_2,915,1828,59,192
21581,200021802-00010_2,882,2021,100,157
21582,200021802-00010_2,904,2307,79,215
21583,200021802-00010_2,938,2523,20,208
21584,200021802-00010_2,876,2835,107,158
21585,200021802-00010_2,905,2994,72,118
21586,200021802-00010_2,900,3521,50,94
21587,200021802-00010_2,865,3628,78,189
21588,200021802-00010_2,886,3953,54,91
21589,200021802-00010_2,655,1083,124,94
21590,200021802-00010_2,700,1178,46,99
21591,200021802-00010_2,630,1263,163,115
21592,200021802-00010_2,679,1400,84,167
21593,200021802-00010_2,690,1684,80,194
21594,200021802-00010_2,692,1885,58,193
21595,200021802-00010_2,659,2736,118,81
21596,200021802-00010_2,643,2850,141,170
21597,200021802-00010_2,520,1092,44,160
21598,200021802-00010_2,496,1253,67,147
21599,200021802-00010_2,473,1386,113,180
21600,200021802-00010_2,547,1519,42,221
21601,200021802-00010_2,512,1702,66,172
21602,200021802-00010_2,469,1882,125,174
21603,200021802-00010_2,485,2057,127,114
21604,200021802-00010_2,462,2287,127,139
21605,200021802-00010_2,462,2456,131,137
21606,200021802-00010_2,487,2812,84,40
21607,200021802-00010_2,468,2902,114,125
21608,200021802-00010_2,505,3028,61,134
21609,200021802-00010_2,472,3163,118,157
21610,200021802-00010_2,448,3521,128,120
21611,200021802-00010_2,527,3632,33,131
21612,200021802-00010_2,466,3764,93,212
21613,200021802-00011_1,2432,1108,60,110
21614,200021802-00011_1,2421,1219,48,120
21615,200021802-00011_1,2421,1503,75,178
21616,200021802-00011_1,2433,1897,33,94
21617,200021802-00011_1,2436,1992,36,100
21618,200021802-00011_1,2412,2205,95,108
21619,200021802-00011_1,2402,2572,116,151
21620,200021802-00011_1,2378,2729,182,86
21621,200021802-00011_1,2387,2938,128,134
21622,200021802-00011_1,2391,3082,111,174
21623,200021802-00011_1,2365,3257,180,94
21624,200021802-00011_1,2386,3618,128,175
21625,200021802-00011_1,2384,3816,117,76
21626,200021802-00011_1,2436,3893,30,71
21627,200021802-00011_1,2341,3963,178,127
21628,200021802-00011_1,2203,1722,114,133
21629,200021802-00011_1,2229,2023,64,178
21630,200021802-00011_1,2205,2204,89,139
21631,200021802-00011_1,2205,2344,61,173
21632,200021802-00011_1,2180,2519,98,179
21633,200021802-00011_1,2210,2924,87,187
21634,200021802-00011_1,2237,3112,35,267
21635,200021802-00011_1,2144,3557,184,124
21636,200021802-00011_1,2206,3682,59,180
21637,200021802-00011_1,2172,3868,126,141
21638,200021802-00011_1,1989,763,120,107
21639,200021802-00011_1,2024,871,69,116
21640,200021802-00011_1,2035,1006,43,55
21641,200021802-00011_1,2005,1723,98,164
21642,200021802-00011_1,2010,1874,63,163
21643,200021802-00011_1,1985,2047,140,187
21644,200021802-00011_1,2019,2341,78,171
21645,200021802-00011_1,2049,2513,42,300
21646,200021802-00011_1,1820,788,62,190
21647,200021802-00011_1,1760,1038,136,213
21648,200021802-00011_1,1809,1252,64,133
21649,200021802-00011_1,1773,2314,112,208
21650,200021802-00011_1,1830,2523,17,202
21651,200021802-00011_1,1779,2950,113,144
21652,200021802-00011_1,1794,3097,62,182
21653,200021802-00011_1,1763,3296,144,173
21654,200021802-00011_1,1585,1696,90,220
21655,200021802-00011_1,1569,1917,80,174
21656,200021802-00011_1,1569,2092,109,152
21657,200021802-00011_1,1395,1118,97,158
21658,200021802-00011_1,1398,1277,75,192
21659,200021802-00011_1,1385,1470,93,135
21660,200021802-00011_1,1195,1109,77,207
21661,200021802-00011_1,1218,1317,31,233
21662,200021802-00011_1,1168,1699,107,149
21663,200021802-00011_1,1182,1861,68,181
21664,200021802-00011_1,1166,2043,122,158
21665,200021802-00011_1,1149,2352,155,169
21666,200021802-00011_1,1177,2566,74,184
21667,200021802-00011_1,1160,2751,82,218
21668,200021802-00011_1,1002,779,44,224
21669,200021802-00011_1,990,1016,30,79
21670,200021802-00011_1,960,1137,115,155
21671,200021802-00011_1,961,2322,84,186
21672,200021802-00011_1,994,2509,34,269
21673,200021802-00011_1,948,2941,111,162
21674,200021802-00011_1,972,3104,59,196
21675,200021802-00011_1,928,3318,101,183
21676,200021802-00011_1,743,775,111,75
21677,200021802-00011_1,765,1118,99,141
21678,200021802-00011_1,791,1252,50,176
21679,200021802-00011_1,763,1425,77,160
21680,200021802-00011_1,716,1980,164,123
21681,200021802-00011_1,759,2111,79,154
21682,200021802-00011_1,560,1094,101,125
21683,200021802-00011_1,578,1217,49,195
21684,200021802-00011_1,542,1416,135,157
21685,200021802-00011_1,536,1727,117,143
21686,200021802-00011_1,616,1859,23,157
21687,200021802-00011_1,550,2017,100,177
21688,200021802-00011_1,536,2340,105,230
21689,200021802-00011_1,584,2571,21,194
21690,200021802-00011_1,570,2926,47,79
21691,200021802-00011_1,566,3006,44,156
21692,200021802-00011_1,477,3159,200,150
21693,200021802-00011_1,547,3316,68,138
21694,200021802-00011_1,561,3540,41,82
21695,200021802-00011_1,549,3628,61,163
21696,200021802-00011_1,506,3805,127,118
21697,200021802-00011_1,551,3943,45,151
21698,200021802-00011_1,301,1261,163,117
21699,200021802-00011_1,354,1403,69,137
21700,200021802-00011_1,300,2115,149,170
21701,200021802-00011_1,346,2286,63,185
21702,200021802-00011_1,300,2468,165,137
21703,200021802-00011_1,346,2621,69,162
21704,200021802-00011_1,321,3291,119,61
21705,200021802-00011_1,302,3402,142,161
21706,200021802-00011_1,137,1716,87,166
21707,200021802-00011_1,174,1895,30,272
21708,200021802-00011_2,2769,1708,42,81
21709,200021802-00011_2,2729,1790,125,151
21710,200021802-00011_2,2766,2113,54,104
21711,200021802-00011_2,2746,2325,100,163
21712,200021802-00011_2,2733,3107,142,152
21713,200021802-00011_2,2752,3264,93,144
21714,200021802-00011_2,2578,801,59,165
21715,200021802-00011_2,2543,967,135,178
21716,200021802-00011_2,2569,1322,89,189
21717,200021802-00011_2,2520,2043,112,69
21718,200021802-00011_2,2539,2113,133,177
21719,200021802-00011_2,2577,2291,34,113
21720,200021802-00011_2,2566,2405,62,172
21721,200021802-00011_2,2541,2583,106,88
21722,200021802-00011_2,2477,2671,204,134
21723,200021802-00011_2,2554,2907,92,212
21724,200021802-00011_2,2533,3120,129,80
21725,200021802-00011_2,2590,3195,52,128
21726,200021802-00011_2,2526,3324,141,132
21727,200021802-00011_2,2538,3511,101,149
21728,200021802-00011_2,2585,3658,41,145
21729,200021802-00011_2,2510,3808,192,120
21730,200021802-00011_2,2566,3934,80,136
21731,200021802-00011_2,2361,1108,57,93
21732,200021802-00011_2,2355,1202,59,170
21733,200021802-00011_2,2291,1385,137,124
21734,200021802-00011_2,2358,1510,42,172
21735,200021802-00011_2,2360,1712,68,44
21736,200021802-00011_2,2364,1768,84,56
21737,200021802-00011_2,2382,1809,53,112
21738,200021802-00011_2,2386,1929,51,97
21739,200021802-00011_2,2390,2041,38,63
21740,200021802-00011_2,2376,2118,70,36
21741,200021802-00011_2,2375,2155,99,128
21742,200021802-00011_2,2387,2304,53,91
21743,200021802-00011_2,2387,2396,45,105
21744,200021802-00011_2,2155,1146,85,159
21745,200021802-00011_2,2114,1319,121,95
21746,200021802-00011_2,2132,1718,110,135
21747,200021802-00011_2,2207,1852,22,134
21748,200021802-00011_2,2136,1982,124,154
21749,200021802-00011_2,2126,2299,136,103
21750,200021802-00011_2,2204,2451,21,143
21751,200021802-00011_2,2151,2676,91,137
21752,200021802-00011_2,2162,2814,70,138
21753,200021802-00011_2,1749,2150,202,197
21754,200021802-00011_2,1492,1705,132,102
21755,200021802-00011_2,1500,1809,141,180
21756,200021802-00011_2,1529,2299,86,112
21757,200021802-00011_2,1533,2412,50,120
21758,200021802-00011_2,1532,2696,80,137
21759,200021802-00011_2,1318,1259,71,146
21760,200021802-00011_2,1344,1743,42,127
21761,200021802-00011_2,1317,1871,98,228
21762,200021802-00011_2,1310,2135,100,179
21763,200021802-00011_2,1271,2337,133,92
21764,200021802-00011_2,1326,2456,44,124
21765,200021802-00011_2,1262,2581,146,133
21766,200021802-00011_2,1299,3069,107,159
21767,200021802-00011_2,1279,3234,156,165
21768,200021802-00011_2,1071,1705,119,90
21769,200021802-00011_2,1124,1798,61,157
21770,200021802-00011_2,1077,2309,130,190
21771,200021802-00011_2,1102,2491,85,179
21772,200021802-00011_2,1109,2896,98,132
21773,200021802-00011_2,1166,3030,31,162
21774,200021802-00011_2,1077,3193,185,110
21775,200021802-00011_2,1107,3328,99,133
21776,200021802-00011_2,1123,3883,75,157
21777,200021802-00011_2,872,1522,135,83
21778,200021802-00011_2,873,1606,136,177
21779,200021802-00011_2,667,1712,136,163
21780,200021802-00011_2,704,2902,73,130
21781,200021802-00011_2,699,3036,98,70
21782,200021802-00011_2,664,3140,132,89
21783,200021802-00011_2,702,3281,83,154
21784,200021802-00011_2,720,3757,41,93
21785,200021802-00011_2,697,3900,94,64
21786,200021802-00011_2,467,1121,121,143
21787,200021802-00011_2,561,1265,18,97
21788,200021802-00011_2,490,1371,131,211
21789,200021802-00011_2,490,1706,107,142
21790,200021802-00011_2,525,1849,53,184
21791,200021802-00011_2,495,2034,91,162
21792,200021802-00011_2,483,2308,106,149
21793,200021802-00011_2,547,2454,18,152
21794,200021802-00011_2,464,2575,158,156
21795,200021802-00011_2,495,2739,133,140
21796,200021802-00011_2,461,2936,144,117
21797,200021802-00011_2,471,3054,164,189
21798,200021802-00011_2,507,3506,71,100
21799,200021802-00011_2,511,3631,38,94
21800,200021802-00011_2,478,3891,118,127
21801,200021802-00012_1,2164,1934,141,138
21802,200021802-00012_1,2209,2083,83,135
21803,200021802-00012_1,2165,2347,119,108
21804,200021802-00012_1,2211,2457,62,109
21805,200021802-00012_1,2214,3521,89,122
21806,200021802-00012_1,2203,3644,77,197
21807,200021802-00012_1,2172,3839,166,155
21808,200021802-00012_1,1978,1093,114,146
21809,200021802-00012_1,1996,1240,73,216
21810,200021802-00012_1,1975,1457,92,161
21811,200021802-00012_1,2006,1713,52,81
21812,200021802-00012_1,2001,1795,53,188
21813,200021802-00012_1,1938,1999,140,106
21814,200021802-00012_1,2000,2112,45,144
21815,200021802-00012_1,1981,2310,88,104
21816,200021802-00012_1,2043,2415,25,178
21817,200021802-00012_1,1939,2594,188,111
21818,200021802-00012_1,1998,2710,84,156
21819,200021802-00012_1,2007,3308,76,166
21820,200021802-00012_1,1799,1463,83,143
21821,200021802-00012_1,1790,1864,47,97
21822,200021802-00012_1,1757,2303,111,126
21823,200021802-00012_1,1830,2419,24,136
21824,200021802-00012_1,1751,2544,136,140
21825,200021802-00012_1,1740,2678,130,79
21826,200021802-00012_1,1795,2765,73,131
21827,200021802-00012_1,1796,2939,110,155
21828,200021802-00012_1,1813,3101,60,187
21829,200021802-00012_1,1786,3289,100,172
21830,200021802-00012_1,1777,3547,117,130
21831,200021802-00012_1,1862,3678,27,187
21832,200021802-00012_1,1813,3871,60,129
21833,200021802-00012_1,1563,1106,106,127
21834,200021802-00012_1,1548,1234,152,170
21835,200021802-00012_1,1581,1718,61,78
21836,200021802-00012_1,1575,1797,59,167
21837,200021802-00012_1,1537,1965,120,121
21838,200021802-00012_1,1583,2101,41,175
21839,200021802-00012_1,1582,2311,51,121
21840,200021802-00012_1,1510,2433,164,146
21841,200021802-00012_1,1618,2573,30,171
21842,200021802-00012_1,1555,2923,137,183
21843,200021802-00012_1,1599,3066,45,97
21844,200021802-00012_1,1608,3158,40,100
21845,200021802-00012_1,1552,3744,174,137
21846,200021802-00012_1,1596,3902,94,140
21847,200021802-00012_1,1361,1091,98,104
21848,200021802-00012_1,1409,1196,47,166
21849,200021802-00012_1,1337,1373,166,115
21850,200021802-00012_1,1383,1511,86,136
21851,200021802-00012_1,1342,1751,119,64
21852,200021802-00012_1,1328,1816,126,218
21853,200021802-00012_1,1092,1710,182,139
21854,200021802-00012_1,1144,1850,98,150
21855,200021802-00012_1,1166,2012,42,123
21856,200021802-00012_1,1166,2136,65,154
21857,200021802-00012_1,1215,3058,66,127
21858,200021802-00012_1,1195,3387,93,93
21859,200021802-00012_1,1208,3639,69,140
