ID,Image,X,Y,Width,Height
9039,200021802-00030_1,847,3219,102,532
9040,200021802-00030_1,847,3431,155,525
9041,200021802-00030_1,847,3545,155,548
9042,200021802-00030_1,622,1151,143,368
9043,200021802-00030_1,622,1296,143,394
9044,200021802-00030_1,622,1376,143,551
9045,200021802-00030_1,626,1524,100,505
9046,200021802-00030_1,626,1715,100,460
9047,200021802-00030_1,641,1890,85,475
9048,200021802-00030_1,631,2041,127,518
9049,200021802-00030_1,631,2175,127,540
9050,200021802-00030_1,631,2392,127,491
9051,200021802-00030_1,640,3289,134,511
9052,200021802-00030_1,453,1161,82,450
9053,200021802-00030_1,453,1335,82,471
9054,200021802-00030_1,390,2395,154,446
9055,200021802-00030_1,413,2559,133,443
9056,200021802-00030_1,413,2665,140,554
9057,200021802-00030_1,413,2841,140,503
9058,200021802-00030_1,427,3064,140,456
9059,200021802-00030_1,441,3217,126,581
9060,200021802-00030_1,245,2778,72,553
9061,200021802-00030_1,273,3520,57,512
9062,200021802-00030_1,54,1552,88,403
9063,200021802-00030_1,53,1665,86,481
9064,200021802-00030_1,52,1823,104,578
9065,200021802-00030_1,45,1968,142,604
9066,200021802-00030_1,45,2300,142,473
9067,200021802-00030_1,60,2883,88,622
9068,200021802-00030_2,2791,1486,106,509
9069,200021802-00030_2,2758,1656,139,627
9070,200021802-00030_2,2758,1799,117,629
9071,200021802-00030_2,2758,2137,117,489
9072,200021802-00030_2,2738,2284,135,499
9073,200021802-00030_2,2738,3210,140,531
9074,200021802-00030_2,2738,3465,126,401
9075,200021802-00030_2,2589,1162,127,462
9076,200021802-00030_2,2608,1323,89,538
9077,200021802-00030_2,2563,2089,135,361
9078,200021802-00030_2,2563,2192,135,489
9079,200021802-00030_2,2557,2324,131,554
9080,200021802-00030_2,2538,3030,137,586
9081,200021802-00030_2,2538,3261,127,494
9082,200021802-00030_2,2369,1565,130,468
9083,200021802-00030_2,2390,1742,82,584
9084,200021802-00030_2,2129,1245,185,521
9085,200021802-00030_2,2129,1358,185,644
9086,200021802-00030_2,2149,2599,157,436
9087,200021802-00030_2,2149,2753,157,469
9088,200021802-00030_2,1953,1544,149,431
9089,200021802-00030_2,1961,1706,141,368
9090,200021802-00030_2,1955,1913,147,267
9091,200021802-00030_2,1958,2329,119,643
9092,200021802-00030_2,1914,2537,172,611
9093,200021802-00030_2,1914,2754,172,529
9094,200021802-00030_2,1914,2964,172,497
9095,200021802-00030_2,1951,3140,127,518
9096,200021802-00030_2,1951,3306,127,501
9097,200021802-00030_2,1964,3464,90,599
9098,200021802-00030_2,1752,2262,131,550
9099,200021802-00030_2,1752,2426,131,522
9100,200021802-00030_2,1774,2604,79,674
9101,200021802-00030_2,1548,1458,128,528
9102,200021802-00030_2,1548,1586,134,535
9103,200021802-00030_2,1548,1801,134,543
9104,200021802-00030_2,1549,2255,128,499
9105,200021802-00030_2,1549,2431,128,524
9106,200021802-00030_2,1365,2542,105,583
9107,200021802-00030_2,1347,2722,120,683
9108,200021802-00030_2,1335,3029,132,601
9109,200021802-00030_2,1330,3127,145,618
9110,200021802-00030_2,1320,3475,155,451
9111,200021802-00030_2,1135,1455,122,411
9112,200021802-00030_2,1135,1538,122,448
9113,200021802-00030_2,1135,1680,122,562
9114,200021802-00030_2,1121,2342,152,447
9115,200021802-00030_2,924,1349,146,353
9116,200021802-00030_2,926,1446,143,457
9117,200021802-00030_2,940,2130,99,493
9118,200021802-00030_2,927,2239,136,550
9119,200021802-00030_2,900,2998,149,399
9120,200021802-00030_2,900,3168,145,357
9121,200021802-00030_2,900,3277,145,365
9122,200021802-00030_2,907,3439,138,390
9123,200021802-00030_2,938,3525,105,382
9124,200021802-00030_2,955,3643,88,395
9125,200021802-00030_2,723,1346,143,427
9126,200021802-00030_2,708,1498,158,431
9127,200021802-00030_2,708,1658,168,450
9128,200021802-00030_2,738,3740,130,307
9129,200021802-00031_1,1918,1490,135,463
9130,200021802-00031_1,1918,1594,135,526
9131,200021802-00031_1,1918,1776,135,516
9132,200021802-00031_1,1920,1943,103,528
9133,200021802-00031_1,1920,2106,103,424
9134,200021802-00031_1,1920,2287,103,471
9135,200021802-00031_1,1926,2467,125,441
9136,200021802-00031_1,1912,2535,149,499
9137,200021802-00031_1,1912,2779,149,402
9138,200021802-00031_1,1899,3693,171,401
9139,200021802-00031_1,1736,1141,91,486
9140,200021802-00031_1,1708,1292,127,425
9141,200021802-00031_1,1708,1527,127,412
9142,200021802-00031_1,1707,1669,128,437
9143,200021802-00031_1,1707,1759,135,517
9144,200021802-00031_1,1668,3157,185,391
9145,200021802-00031_1,1668,3234,185,426
9146,200021802-00031_1,1668,3360,185,519
9147,200021802-00031_1,1518,1139,148,435
9148,200021802-00031_1,1507,1276,159,483
9149,200021802-00031_1,1487,1954,143,423
9150,200021802-00031_1,1487,2127,123,409
9151,200021802-00031_1,1498,2791,139,490
9152,200021802-00031_1,1498,2919,139,503
9153,200021802-00031_1,1503,3090,134,471
9154,200021802-00031_1,1512,3314,102,501
9155,200021802-00031_1,1511,3410,126,514
9156,200021802-00031_1,1511,3584,126,525
9157,200021802-00031_1,1344,1156,76,488
9158,200021802-00031_1,1297,1928,132,455
9159,200021802-00031_1,1296,2073,133,524
9160,200021802-00031_1,1289,2257,121,461
9161,200021802-00031_1,1289,2397,121,504
9162,200021802-00031_1,1316,3606,88,426
9163,200021802-00031_1,880,2119,127,480
9164,200021802-00031_1,880,2344,127,371
9165,200021802-00031_1,855,2509,140,368
9166,200021802-00031_1,855,2597,140,475
9167,200021802-00031_1,679,800,138,506
9168,200021802-00031_1,679,1054,138,395
9169,200021802-00031_1,674,1621,137,636
9170,200021802-00031_1,668,1788,140,557
9171,200021802-00031_1,668,2077,155,443
9172,200021802-00031_1,640,2728,182,479
9173,200021802-00031_1,667,2892,128,480
9174,200021802-00031_1,495,1129,85,473
9175,200021802-00031_1,495,1254,88,566
9176,200021802-00031_1,484,1462,139,520
9177,200021802-00031_1,480,1598,143,572
9178,200021802-00031_1,480,1826,143,414
9179,200021802-00031_1,480,1998,111,464
9180,200021802-00031_1,433,2397,182,404
9181,200021802-00031_1,433,2559,182,325
9182,200021802-00031_1,433,2701,182,358
9183,200021802-00031_1,249,1125,173,517
9184,200021802-00031_1,263,1802,130,494
9185,200021802-00031_1,241,2416,126,503
9186,200021802-00031_1,241,2552,129,507
9187,200021802-00031_1,239,3271,145,478
9188,200021802-00031_1,70,3100,82,379
9189,200021802-00031_1,62,3227,102,341
9190,200021802-00031_2,2725,1711,134,388
9191,200021802-00031_2,2725,1862,133,368
9192,200021802-00031_2,2752,2416,117,500
9193,200021802-00031_2,2706,3140,142,563
9194,200021802-00031_2,2701,3379,147,459
9195,200021802-00031_2,2701,3533,142,409
9196,200021802-00031_2,2701,3695,174,371
9197,200021802-00031_2,2562,1142,90,488
9198,200021802-00031_2,2530,1246,112,532
9199,200021802-00031_2,2530,1464,113,516
9200,200021802-00031_2,2364,1154,77,475
9201,200021802-00031_2,2349,1244,127,525
9202,200021802-00031_2,2300,2761,176,385
9203,200021802-00031_2,2300,2940,176,422
9204,200021802-00031_2,2337,3041,74,466
9205,200021802-00031_2,2337,3148,63,610
9206,200021802-00031_2,2145,1147,127,443
9207,200021802-00031_2,2149,1557,108,496
9208,200021802-00031_2,2175,1696,51,505
9209,200021802-00031_2,2138,1806,96,565
9210,200021802-00031_2,2108,2658,148,436
9211,200021802-00031_2,2100,2829,162,544
9212,200021802-00031_2,1686,1092,177,683
9213,200021802-00031_2,1690,1238,173,681
9214,200021802-00031_2,1728,2177,126,507
9215,200021802-00031_2,1550,1718,90,609
9216,200021802-00031_2,1524,2578,108,453
9217,200021802-00031_2,1496,3271,156,378
9218,200021802-00031_2,1279,838,165,513
9219,200021802-00031_2,1311,2849,127,359
9220,200021802-00031_2,1311,2913,141,434
9221,200021802-00031_2,1311,3027,141,481
9222,200021802-00031_2,1312,3205,140,453
9223,200021802-00031_2,1312,3387,115,518
9224,200021802-00031_2,1145,1541,83,354
9225,200021802-00031_2,1106,1679,182,322
9226,200021802-00031_2,1102,2477,126,453
9227,200021802-00031_2,1119,2663,110,431
9228,200021802-00031_2,1119,2878,110,365
9229,200021802-00031_2,1110,2950,119,515
9230,200021802-00031_2,1110,3097,114,523
9231,200021802-00031_2,1110,3283,114,552
9232,200021802-00031_2,1106,3478,116,475
9233,200021802-00031_2,1091,3607,135,434
9234,200021802-00031_2,909,1142,116,379
9235,200021802-00031_2,909,1303,116,360
9236,200021802-00031_2,914,1922,102,532
9237,200021802-00031_2,909,2106,123,508
9238,200021802-00031_2,903,2749,100,606
9239,200021802-00031_2,665,828,194,475
9240,200021802-00031_2,665,1045,194,423
9241,200021802-00031_2,665,1170,194,398
9242,200021802-00031_2,704,2135,144,551
9243,200021802-00031_2,704,2378,144,462
9244,200021802-00031_2,701,2516,147,524
9245,200021802-00031_2,679,2704,153,501
9246,200021802-00031_2,679,2835,153,500
9247,200021802-00031_2,679,3054,153,451
9248,200021802-00031_2,688,3199,142,448
9249,200021802-00031_2,659,3332,171,490
9250,200021802-00031_2,659,3513,150,415
9251,200021802-00031_2,523,1261,88,587
9252,200021802-00031_2,523,1484,88,592
9253,200021802-00031_2,523,1702,88,494
9254,200021802-00031_2,508,1908,119,577
9255,200021802-00031_2,494,2053,166,636
9256,200021802-00031_2,494,2223,166,606
9257,200021802-00031_2,494,2483,166,426
9258,200021802-00031_2,464,2650,188,444
9259,200021802-00031_2,464,2847,188,326
9260,200021802-00031_2,464,2971,188,420
9261,200021802-00031_2,461,3106,177,445
9262,200021802-00031_2,461,3240,177,463
9263,200021802-00031_2,461,3386,177,448
9264,200021802-00031_2,464,3565,163,480
9265,200021802-00032_1,2306,1453,133,492
9266,200021802-00032_1,2291,2191,151,493
9267,200021802-00032_1,2291,2374,151,458
9268,200021802-00032_1,2293,2569,149,425
9269,200021802-00032_1,2106,1322,117,536
9270,200021802-00032_1,2094,1540,141,499
9271,200021802-00032_1,2085,2314,140,403
9272,200021802-00032_1,2085,2448,140,397
9273,200021802-00032_1,2084,2598,148,395
9274,200021802-00032_1,2084,2735,148,421
9275,200021802-00032_1,2084,2863,148,492
9276,200021802-00032_1,2117,2997,105,536
9277,200021802-00032_1,2117,3164,105,485
9278,200021802-00032_1,2117,3314,105,492
9279,200021802-00032_1,2143,3552,80,451
9280,200021802-00032_1,1898,1146,121,572
9281,200021802-00032_1,1898,1405,121,542
9282,200021802-00032_1,1884,1560,151,511
9283,200021802-00032_1,1884,1713,151,562
9284,200021802-00032_1,1884,1933,151,479
9285,200021802-00032_1,1896,2075,140,536
9286,200021802-00032_1,1896,2299,140,511
9287,200021802-00032_1,1896,2488,140,518
9288,200021802-00032_1,1694,3649,173,440
9289,200021802-00032_1,1523,1139,59,464
9290,200021802-00032_1,1523,1210,69,475
9291,200021802-00032_1,1470,1444,147,345
9292,200021802-00032_1,1470,1626,147,337
9293,200021802-00032_1,1470,1731,147,378
9294,200021802-00032_1,1501,1795,82,566
9295,200021802-00032_1,1476,1984,138,631
9296,200021802-00032_1,1457,3266,141,395
9297,200021802-00032_1,1457,3362,178,418
9298,200021802-00032_1,1464,3496,173,399
9299,200021802-00032_1,1464,3633,173,342
9300,200021802-00032_1,1488,3758,149,321
9301,200021802-00032_1,1283,1011,143,392
9302,200021802-00032_1,1283,1188,143,615
9303,200021802-00032_1,1292,1268,108,725
9304,200021802-00032_1,1314,1687,80,500
9305,200021802-00032_1,1291,1843,154,487
9306,200021802-00032_1,1236,2569,180,514
9307,200021802-00032_1,1259,2746,141,567
9308,200021802-00032_1,1068,1152,141,484
9309,200021802-00032_1,1068,1275,141,523
9310,200021802-00032_1,1068,1486,141,491
9311,200021802-00032_1,856,811,148,402
9312,200021802-00032_1,870,943,122,339
9313,200021802-00032_1,870,1034,115,446
9314,200021802-00032_1,867,1223,117,556
9315,200021802-00032_1,867,1291,104,701
9316,200021802-00032_1,867,1651,100,451
9317,200021802-00032_1,868,1776,138,495
9318,200021802-00032_1,858,2462,115,462
9319,200021802-00032_1,858,2633,115,490
9320,200021802-00032_1,869,3258,93,585
9321,200021802-00032_1,869,3484,93,594
9322,200021802-00032_1,634,1117,154,382
9323,200021802-00032_1,648,1831,133,458
9324,200021802-00032_1,640,2421,136,423
9325,200021802-00032_1,445,1146,136,420
9326,200021802-00032_1,477,1266,67,471
9327,200021802-00032_1,445,1427,115,404
9328,200021802-00032_1,393,1569,201,459
9329,200021802-00032_1,393,1774,201,429
9330,200021802-00032_1,393,1845,201,536
9331,200021802-00032_1,438,2651,138,347
9332,200021802-00032_1,477,2747,67,406
9333,200021802-00032_1,477,2844,67,621
9334,200021802-00032_1,220,981,149,503
9335,200021802-00032_1,245,1169,104,472
9336,200021802-00032_1,272,1372,75,344
9337,200021802-00032_1,232,1498,115,432
9338,200021802-00032_1,232,1667,115,457
9339,200021802-00032_1,232,1862,115,383
9340,200021802-00032_1,252,1929,141,495
9341,200021802-00032_1,231,2127,162,428
9342,200021802-00032_1,218,2269,175,468
9343,200021802-00032_1,218,2437,152,443
9344,200021802-00032_1,218,2549,152,551
9345,200021802-00032_1,212,3254,178,477
9346,200021802-00032_1,248,3405,118,532
9347,200021802-00032_1,248,3523,118,558
9348,200021802-00032_1,77,1858,69,387
9349,200021802-00032_1,62,3354,110,384
9350,200021802-00032_2,2783,1288,74,549
9351,200021802-00032_2,2783,1535,74,491
9352,200021802-00032_2,2792,1673,76,523
9353,200021802-00032_2,2775,1848,93,531
9354,200021802-00032_2,2748,2032,129,537
9355,200021802-00032_2,2739,3236,105,337
9356,200021802-00032_2,2737,3669,110,373
9357,200021802-00032_2,2539,1442,146,377
9358,200021802-00032_2,2539,1533,146,506
9359,200021802-00032_2,2550,1759,126,354
9360,200021802-00032_2,2587,1839,74,485
9361,200021802-00032_2,2562,2030,97,375
9362,200021802-00032_2,2493,2109,197,455
9363,200021802-00032_2,2353,1007,124,424
9364,200021802-00032_2,2332,1167,159,405
9365,200021802-00032_2,2332,1236,159,481
9366,200021802-00032_2,2322,2117,179,442
9367,200021802-00032_2,2313,2238,196,470
9368,200021802-00032_2,2313,2411,196,465
9369,200021802-00032_2,2313,2560,196,410
9370,200021802-00032_2,2336,2689,114,402
9371,200021802-00032_2,2336,2847,114,382
9372,200021802-00032_2,2336,2991,114,420
9373,200021802-00032_2,2335,3088,112,528
9374,200021802-00032_2,2335,3232,112,569
9375,200021802-00032_2,2163,1474,93,438
9376,200021802-00032_2,2179,1635,72,464
9377,200021802-00032_2,2147,1811,91,478
9378,200021802-00032_2,2134,1926,161,521
9379,200021802-00032_2,2134,2125,161,512
9380,200021802-00032_2,2118,3534,145,406
9381,200021802-00032_2,2118,3739,145,315
9382,200021802-00032_2,1934,1314,121,470
9383,200021802-00032_2,1934,1494,121,433
9384,200021802-00032_2,1968,1607,61,394
9385,200021802-00032_2,1927,2809,148,533
9386,200021802-00032_2,1953,2970,79,511
9387,200021802-00032_2,1936,3159,96,513
9388,200021802-00032_2,1936,3319,92,517
9389,200021802-00032_2,1722,2762,120,522
9390,200021802-00032_2,1722,2981,120,414
9391,200021802-00032_2,1749,3140,104,425
9392,200021802-00032_2,1514,1106,126,398
9393,200021802-00032_2,1488,1295,174,372
9394,200021802-00032_2,1532,3279,66,556
9395,200021802-00032_2,1328,1561,104,573
9396,200021802-00032_2,1328,1780,104,529
9397,200021802-00032_2,1347,1959,75,435
9398,200021802-00032_2,1347,2149,75,481
9399,200021802-00032_2,1358,2280,52,527
9400,200021802-00032_2,1360,2387,50,543
9401,200021802-00032_2,1262,3112,179,410
9402,200021802-00032_2,1262,3266,179,383
9403,200021802-00032_2,1343,3434,62,364
9404,200021802-00032_2,1303,3514,106,506
9405,200021802-00032_2,1085,1095,148,431
9406,200021802-00032_2,1130,1220,98,407
9407,200021802-00032_2,1130,1384,98,457
9408,200021802-00032_2,1100,1988,138,466
9409,200021802-00032_2,1100,2144,138,426
9410,200021802-00032_2,1104,2308,134,394
9411,200021802-00032_2,1120,2469,96,372
9412,200021802-00032_2,1145,2594,56,378
9413,200021802-00032_2,1141,2686,55,432
9414,200021802-00032_2,905,1771,137,450
9415,200021802-00032_2,886,1903,156,516
9416,200021802-00032_2,873,2611,181,481
9417,200021802-00032_2,886,2815,150,446
9418,200021802-00032_2,677,2022,151,425
9419,200021802-00032_2,699,2203,137,406
9420,200021802-00032_2,699,2380,137,421
9421,200021802-00032_2,699,2465,137,461
9422,200021802-00032_2,704,2641,131,481
9423,200021802-00032_2,722,3130,66,584
9424,200021802-00032_2,501,1117,120,497
9425,200021802-00033_1,2289,815,138,413
9426,200021802-00033_1,2289,929,138,395
9427,200021802-00033_1,2289,1042,136,430
9428,200021802-00033_1,2290,2249,126,499
9429,200021802-00033_1,2284,2412,125,579
9430,200021802-00033_1,2284,2531,126,558
9431,200021802-00033_1,2284,2763,126,480
9432,200021802-00033_1,2079,1097,123,534
9433,200021802-00033_1,2079,1229,123,542
9434,200021802-00033_1,2129,2142,69,514
9435,200021802-00033_1,2121,2278,77,530
9436,200021802-00033_1,2086,2991,136,465
9437,200021802-00033_1,2086,3165,136,442
9438,200021802-00033_1,1954,1114,90,223
9439,200021802-00033_1,1954,1205,89,229
9440,200021802-00033_1,1925,1287,118,306
9441,200021802-00033_1,1925,1350,100,427
9442,200021802-00033_1,1909,3530,120,420
9443,200021802-00033_1,1909,3728,120,338
9444,200021802-00033_1,1671,1110,153,481
9445,200021802-00033_1,1686,1766,97,512
9446,200021802-00033_1,1663,2813,141,483
9447,200021802-00033_1,1688,3283,136,474
9448,200021802-00033_1,1688,3455,136,408
9449,200021802-00033_1,1718,3611,91,350
9450,200021802-00033_1,1468,1692,161,365
9451,200021802-00033_1,1476,1807,128,436
9452,200021802-00033_1,1469,2423,101,512
9453,200021802-00033_1,1242,796,161,430
9454,200021802-00033_1,1242,957,161,369
9455,200021802-00033_1,1253,1067,140,411
9456,200021802-00033_1,1253,1268,125,453
9457,200021802-00033_1,1242,2163,163,416
9458,200021802-00033_1,1232,2783,193,701
9459,200021802-00033_1,1276,3109,122,479
9460,200021802-00033_1,1276,3311,122,441
9461,200021802-00033_1,1053,1098,123,473
9462,200021802-00033_1,1097,1247,59,400
9463,200021802-00033_1,1045,1343,111,484
9464,200021802-00033_1,1045,1535,123,462
9465,200021802-00033_1,1045,1682,123,470
9466,200021802-00033_1,1022,1859,147,462
9467,200021802-00033_1,1022,2009,147,486
9468,200021802-00033_1,1022,2183,147,518
9469,200021802-00033_1,1058,2325,107,556
9470,200021802-00033_1,1062,2955,98,502
9471,200021802-00033_1,1054,3646,151,418
9472,200021802-00033_1,835,1102,130,386
9473,200021802-00033_1,835,1269,116,400
9474,200021802-00033_1,828,1757,167,493
9475,200021802-00033_1,828,1965,156,451
9476,200021802-00033_1,845,2628,106,516
9477,200021802-00033_1,845,2842,106,478
9478,200021802-00033_1,845,2988,131,511
9479,200021802-00033_1,834,3155,156,547
9480,200021802-00033_1,647,1611,123,511
9481,200021802-00033_1,668,1772,101,511
9482,200021802-00033_1,246,969,92,329
9483,200021802-00033_1,220,1682,116,486
9484,200021802-00033_1,244,2384,100,464
9485,200021802-00033_1,244,2559,100,411
9486,200021802-00033_1,256,2714,75,420
9487,200021802-00033_1,250,2864,138,474
9488,200021802-00033_1,250,2969,138,537
9489,200021802-00033_1,230,3697,112,367
9490,200021802-00033_1,79,1087,87,488
9491,200021802-00033_1,79,1261,87,545
9492,200021802-00033_1,79,1415,70,548
9493,200021802-00033_1,83,1595,66,412
9494,200021802-00033_1,83,1743,66,444
9495,200021802-00033_1,61,2327,127,398
9496,200021802-00033_1,61,2490,127,446
9497,200021802-00033_1,62,2658,99,386
9498,200021802-00033_1,62,2766,135,455
9499,200021802-00033_1,62,2923,135,498
9500,200021802-00033_2,2763,1766,102,468
9501,200021802-00033_2,2749,1857,116,492
9502,200021802-00033_2,2749,2042,97,477
9503,200021802-00033_2,2719,2229,151,470
9504,200021802-00033_2,2775,2847,63,519
9505,200021802-00033_2,2770,3054,68,507
9506,200021802-00033_2,2770,3237,64,417
9507,200021802-00033_2,2533,1132,135,482
9508,200021802-00033_2,2537,2061,136,419
9509,200021802-00033_2,2539,2235,134,332
9510,200021802-00033_2,2545,2338,128,476
9511,200021802-00033_2,2530,3301,131,399
9512,200021802-00033_2,2346,1500,125,413
9513,200021802-00033_2,2346,1677,126,405
9514,200021802-00033_2,2338,1765,134,435
9515,200021802-00033_2,2338,1922,134,506
9516,200021802-00033_2,2336,2587,135,556
9517,200021802-00033_2,2336,2882,135,395
9518,200021802-00033_2,2336,2981,135,485
9519,200021802-00033_2,2122,1695,145,456
9520,200021802-00033_2,2144,1868,103,351
9521,200021802-00033_2,2144,1960,125,417
9522,200021802-00033_2,2143,2109,131,460
9523,200021802-00033_2,2141,2224,133,472
9524,200021802-00033_2,2141,2401,133,452
9525,200021802-00033_2,2141,2549,103,423
9526,200021802-00033_2,2168,2679,76,596
9527,200021802-00033_2,1914,1795,133,484
9528,200021802-00033_2,1924,2669,135,474
9529,200021802-00033_2,1967,3274,70,340
9530,200021802-00033_2,1735,1127,107,420
9531,200021802-00033_2,1735,1205,107,478
9532,200021802-00033_2,1735,1450,107,475
9533,200021802-00033_2,1734,1535,95,496
9534,200021802-00033_2,1734,1683,95,544
9535,200021802-00033_2,1734,1911,95,551
9536,200021802-00033_2,1505,1683,149,463
9537,200021802-00033_2,1547,1857,105,455
9538,200021802-00033_2,1529,2016,143,427
9539,200021802-00033_2,1529,2146,143,462
9540,200021802-00033_2,1529,2293,143,538
9541,200021802-00033_2,1541,2468,79,512
9542,200021802-00033_2,1545,2627,94,550
9543,200021802-00033_2,1545,2844,94,470
9544,200021802-00033_2,1559,3036,93,460
9545,200021802-00033_2,1548,3187,110,448
9546,200021802-00033_2,1548,3315,110,507
9547,200021802-00033_2,1314,1132,112,420
9548,200021802-00033_2,1314,1268,123,417
9549,200021802-00033_2,1314,1398,131,439
9550,200021802-00033_2,1320,1570,142,410
9551,200021802-00033_2,1320,1702,142,419
9552,200021802-00033_2,1336,1850,126,460
9553,200021802-00033_2,1328,3543,149,325
9554,200021802-00033_2,1310,3659,173,381
9555,200021802-00033_2,1105,1268,143,531
9556,200021802-00033_2,1105,1444,139,529
9557,200021802-00033_2,1105,1618,139,407
9558,200021802-00033_2,1100,1793,143,381
9559,200021802-00033_2,1100,1969,134,413
9560,200021802-00033_2,1096,2749,151,699
9561,200021802-00033_2,900,2871,140,411
9562,200021802-00033_2,900,3055,135,312
9563,200021802-00033_2,900,3140,135,479
9564,200021802-00033_2,701,2503,99,437
9565,200021802-00033_2,736,2618,53,422
9566,200021802-00033_2,696,2738,113,476
9567,200021802-00033_2,518,1761,122,483
9568,200021802-00033_2,518,1934,105,477
9569,200021802-00033_2,527,2077,90,457
9570,200021802-00033_2,522,2701,125,388
9571,200021802-00033_2,507,2809,140,378
9572,200021802-00033_2,507,2953,140,409
9573,200021802-00033_2,498,3124,111,385
9574,200021802-00034_1,2314,1147,137,411
9575,200021802-00034_1,2316,1274,135,459
9576,200021802-00034_1,2348,1912,65,516
9577,200021802-00034_1,2348,2124,69,486
9578,200021802-00034_1,2348,2256,69,474
9579,200021802-00034_1,2130,1323,108,511
9580,200021802-00034_1,2147,1474,76,453
9581,200021802-00034_1,2077,1678,180,396
9582,200021802-00034_1,2104,2581,151,521
9583,200021802-00034_1,2120,3327,112,438
9584,200021802-00034_1,2120,3445,112,451
9585,200021802-00034_1,2125,3600,107,474
9586,200021802-00034_1,1917,1642,87,582
9587,200021802-00034_1,1916,1794,120,530
9588,200021802-00034_1,1697,1824,140,393
9589,200021802-00034_1,1704,1979,115,463
9590,200021802-00034_1,1704,2079,115,468
9591,200021802-00034_1,1704,2260,115,476
9592,200021802-00034_1,1704,3187,124,453
9593,200021802-00034_1,1749,3299,66,443
9594,200021802-00034_1,1491,2267,134,401
9595,200021802-00034_1,1489,2495,136,337
9596,200021802-00034_1,1282,2384,158,556
9597,200021802-00034_1,1276,3054,133,667
9598,200021802-00034_1,1282,3448,138,448
9599,200021802-00034_1,1282,3619,148,459
9600,200021802-00034_1,1096,1897,139,455
9601,200021802-00034_1,1096,2076,89,420
9602,200021802-00034_1,1096,2195,89,480
9603,200021802-00034_1,1121,2393,54,460
9604,200021802-00034_1,1086,2517,128,513
9605,200021802-00034_1,1086,2730,128,474
9606,200021802-00034_1,1061,3305,147,547
9607,200021802-00034_1,893,1140,119,517
9608,200021802-00034_1,886,1294,116,533
9609,200021802-00034_1,888,2543,109,526
9610,200021802-00034_1,869,2759,135,498
9611,200021802-00034_1,869,2920,135,478
9612,200021802-00034_1,876,3620,164,453
9613,200021802-00034_1,653,1704,136,499
9614,200021802-00034_1,666,1879,123,492
9615,200021802-00034_1,657,2012,144,514
9616,200021802-00034_1,657,2153,144,492
9617,200021802-00034_1,657,2395,144,428
9618,200021802-00034_1,624,2974,198,342
9619,200021802-00034_1,652,3098,146,368
9620,200021802-00034_1,652,3148,146,505
9621,200021802-00034_1,662,3284,155,528
9622,200021802-00034_1,492,1141,93,592
9623,200021802-00034_1,467,2579,134,509
9624,200021802-00034_1,467,2783,134,525
9625,200021802-00034_1,493,2923,76,504
9626,200021802-00034_1,264,2873,132,438
9627,200021802-00034_1,264,2979,132,449
9628,200021802-00034_1,264,3163,132,429
9629,200021802-00034_1,239,3779,210,299
9630,200021802-00034_1,92,1114,104,497
9631,200021802-00034_2,2771,1636,129,547
9632,200021802-00034_2,2783,1802,92,580
9633,200021802-00034_2,2752,1957,128,524
9634,200021802-00034_2,2555,2338,170,493
9635,200021802-00034_2,2561,2525,137,564
9636,200021802-00034_2,2597,3361,74,543
9637,200021802-00034_2,2597,3580,74,501
9638,200021802-00034_2,2364,1109,138,506
9639,200021802-00034_2,2150,2085,135,403
9640,200021802-00034_2,2150,2236,147,410
9641,200021802-00034_2,2154,2317,156,521
9642,200021802-00034_2,2154,2489,156,515
9643,200021802-00034_2,2156,2690,154,510
9644,200021802-00034_2,2183,3408,127,460
9645,200021802-00034_2,2182,3594,89,472
9646,200021802-00034_2,1935,1100,134,436
9647,200021802-00034_2,1937,1285,132,441
9648,200021802-00034_2,1913,1451,173,468
9649,200021802-00034_2,1943,2430,144,519
9650,200021802-00034_2,1961,2510,126,657
9651,200021802-00034_2,1948,2739,155,565
9652,200021802-00034_2,1948,2962,155,507
9653,200021802-00034_2,1740,1111,143,489
9654,200021802-00034_2,1740,1311,155,471
9655,200021802-00034_2,1753,1489,142,481
9656,200021802-00034_2,1753,1627,142,423
9657,200021802-00034_2,1739,1798,173,423
9658,200021802-00034_2,1739,2002,173,397
9659,200021802-00034_2,1739,2119,173,371
9660,200021802-00034_2,1754,2641,114,492
9661,200021802-00034_2,1742,2826,149,554
9662,200021802-00034_2,1742,2981,149,522
9663,200021802-00034_2,1742,3217,149,419
9664,200021802-00034_2,1766,3373,100,445
9665,200021802-00034_2,1766,3529,96,409
9666,200021802-00034_2,1766,3646,96,406
9667,200021802-00034_2,1533,1109,129,450
9668,200021802-00034_2,1561,2582,125,595
9669,200021802-00034_2,1512,3568,174,476
9670,200021802-00034_2,1324,1424,104,535
9671,200021802-00034_2,1325,2396,129,423
9672,200021802-00034_2,1340,2528,127,449
9673,200021802-00034_2,1099,1367,159,573
9674,200021802-00034_2,1161,1559,76,520
9675,200021802-00034_2,1141,3112,120,491
9676,200021802-00034_2,1118,3233,143,446
9677,200021802-00034_2,1118,3401,126,432
9678,200021802-00034_2,905,1438,165,453
9679,200021802-00034_2,909,2005,132,407
9680,200021802-00034_2,909,2081,132,521
9681,200021802-00034_2,909,2258,132,527
9682,200021802-00034_2,921,2957,113,492
9683,200021802-00034_2,717,1103,129,486
9684,200021802-00034_2,717,1353,129,357
